index,mode,requirements,duration,outcome,records,cells,env_literals,verify,projected,error
370,universal,"azure-mgmt-core *
livelike *
boruta_py *
http-ece *
ubtsl *
condorpy *
r-filematrix *
pavo *",11.133701,ok,508,360,22,,,
